theta1,theta2,theta3,px,py,phi
140,130,140,-25.44646996,7.460269347,410
140,130,150,-28.30222216,9.45988856,420
140,130,160,-31.46181929,10.9332329,430
140,130,170,-34.8292586,11.83553554,440
140,130,180,-38.30222216,12.13938048,450
140,140,0,-27.8833315,-26.9490847,280
140,140,10,-24.51589218,-26.04678205,290
140,140,20,-21.35629505,-24.57343771,300
140,140,30,-18.50054286,-22.5738185,310
140,140,40,-16.03540619,-20.10868183,320
140,140,50,-14.03578697,-17.25292964,330
140,140,60,-12.56244263,-14.0933325,340
140,140,70,-11.66013999,-10.72589319,350
140,140,80,-11.35629505,-7.252929636,360
140,140,90,-11.66013999,-3.779966083,370
140,140,100,-12.56244263,-0.41252677,380
140,140,110,-14.03578697,2.747070364,390
140,140,120,-16.03540619,5.602822558,400
140,140,130,-18.50054286,8.067959226,410
140,140,140,-21.35629505,10.06757844,420
140,140,150,-24.51589218,11.54092278,430
140,140,160,-27.8833315,12.44322542,440
140,140,170,-31.35629505,12.74707036,450
140,140,180,-34.8292586,12.44322542,460
140,150,0,-17.78101356,-24.24217676,290
140,150,10,-14.62141642,-22.76883242,300
140,150,20,-11.76566423,-20.76921321,310
140,150,30,-9.300527561,-18.30407654,320
140,150,40,-7.300908347,-15.44832435,330
140,150,50,-5.827564007,-12.28872721,340
140,150,60,-4.925261363,-8.9212879,350
140,150,70,-4.621416423,-5.448324347,360
140,150,80,-4.925261363,-1.975360794,370
140,150,90,-5.827564007,1.392078519,380
140,150,100,-7.300908347,4.551675653,390
140,150,110,-9.300527561,7.407427847,400
140,150,120,-11.76566423,9.872564515,410
140,150,130,-14.62141642,11.87218373,420
140,150,140,-17.78101356,13.34552807,430
140,150,150,-21.14845287,14.24783071,440
140,150,160,-24.62141642,14.55167565,450
140,150,170,-28.09437998,14.24783071,460
140,150,180,-31.46181929,13.34552807,470
140,160,0,-8.302222156,-19.82214374,300
140,160,10,-5.446469962,-17.82252453,310
140,160,20,-2.981333294,-15.35738786,320
140,160,30,-0.98171408,-12.50163567,330
140,160,40,0.49163026,-9.342038534,340
140,160,50,1.393932904,-5.97459922,350
140,160,60,1.697777844,-2.501635667,360
140,160,70,1.393932904,0.971327886,370
140,160,80,0.49163026,4.338767199,380
140,160,90,-0.98171408,7.498364333,390
140,160,100,-2.981333294,10.35411653,400
140,160,110,-5.446469962,12.8192532,410
140,160,120,-8.302222156,14.81887241,420
140,160,130,-11.46181929,16.29221675,430
140,160,140,-14.8292586,17.19451939,440
140,160,150,-18.30222216,17.49836433,450
140,160,160,-21.77518571,17.19451939,460
140,160,170,-25.14262502,16.29221675,470
140,160,180,-28.30222216,14.81887241,480
140,170,0,0.265034425,-13.8232861,310
140,170,10,2.730171094,-11.35814943,320
140,170,20,4.729790307,-8.50239724,330
140,170,30,6.203134647,-5.342800107,340
140,170,40,7.105437292,-1.975360794,350
140,170,50,7.409282232,1.49760276,360
140,170,60,7.105437292,4.970566313,370
140,170,70,6.203134647,8.338005626,380
140,170,80,4.729790307,11.49760276,390
140,170,90,2.730171094,14.35335495,400
140,170,100,0.265034425,16.81849162,410
140,170,110,-2.590717768,18.81811084,420
140,170,120,-5.750314902,20.29145518,430
140,170,130,-9.117754215,21.19375782,440
140,170,140,-12.59071777,21.49760276,450
140,170,150,-16.06368132,21.19375782,460
140,170,160,-19.43112064,20.29145518,470
140,170,170,-22.59071777,18.81811084,480
140,170,180,-25.44646996,16.81849162,490
140,180,0,7.660444431,-6.427876097,320
140,180,10,9.660063644,-3.572123903,330
140,180,20,11.13340798,-0.41252677,340
140,180,30,12.03571063,2.954912544,350
140,180,40,12.33955557,6.427876097,360
140,180,50,12.03571063,9.90083965,370
140,180,60,11.13340798,13.26827896,380
140,180,70,9.660063644,16.4278761,390
140,180,80,7.660444431,19.28362829,400
140,180,90,5.195307763,21.74876496,410
140,180,100,2.339555569,23.74838417,420
140,180,110,-0.820041565,25.22172851,430
140,180,120,-4.187480878,26.12403116,440
140,180,130,-7.660444431,26.4278761,450
140,180,140,-11.13340798,26.12403116,460
140,180,150,-14.5008473,25.22172851,470
140,180,160,-17.66044443,23.74838417,480
140,180,170,-20.51619662,21.74876496,490
140,180,180,-22.98133329,19.28362829,500
150,0,0,-95.26279442,55,150
150,0,10,-96.73613876,51.84040287,160
150,0,20,-97.6384414,48.47296355,170
150,0,30,-97.94228634,45,180
150,0,40,-97.6384414,41.52703645,190
150,0,50,-96.73613876,38.15959713,200
150,0,60,-95.26279442,35,210
150,0,70,-93.2631752,32.14424781,220
150,0,80,-90.79803853,29.67911114,230
150,0,90,-87.94228634,27.67949192,240
150,0,100,-84.78268921,26.20614758,250
150,0,110,-81.41524989,25.30384494,260
150,0,120,-77.94228634,25,270
150,0,130,-74.46932279,25.30384494,280
150,0,140,-71.10188347,26.20614758,290
150,0,150,-67.94228634,27.67949192,300
150,0,160,-65.08653415,29.67911114,310
150,0,170,-62.62139748,32.14424781,320
150,0,180,-60.62177826,35,330
150,10,0,-99.68282744,45.5212086,160
150,10,10,-100.5851301,42.15376929,170
150,10,20,-100.888975,38.68080573,180
150,10,30,-100.5851301,35.20784218,190
150,10,40,-99.68282744,31.84040287,200
150,10,50,-98.2094831,28.68080573,210
150,10,60,-96.20986388,25.82505354,220
150,10,70,-93.74472721,23.35991687,230
150,10,80,-90.88897502,21.36029766,240
150,10,90,-87.72937789,19.88695332,250
150,10,100,-84.36193857,18.98465067,260
150,10,110,-80.88897502,18.68080573,270
150,10,120,-77.41601147,18.98465067,280
150,10,130,-74.04857215,19.88695332,290
150,10,140,-70.88897502,21.36029766,300
150,10,150,-68.03322283,23.35991687,310
150,10,160,-65.56808616,25.82505354,320
150,10,170,-63.56846694,28.68080573,330
150,10,180,-62.0951226,31.84040287,340
150,20,0,-102.3897354,35.41889066,170
150,20,10,-102.6935803,31.94592711,180
150,20,20,-102.3897354,28.47296355,190
150,20,30,-101.4874327,25.10552424,200
150,20,40,-100.0140884,21.94592711,210
150,20,50,-98.01446917,19.09017491,220
150,20,60,-95.5493325,16.62503824,230
150,20,70,-92.69358031,14.62541903,240
150,20,80,-89.53398318,13.15207469,250
150,20,90,-86.16654386,12.24977205,260
150,20,100,-82.69358031,11.94592711,270
150,20,110,-79.22061676,12.24977205,280
150,20,120,-75.85317744,13.15207469,290
150,20,130,-72.69358031,14.62541903,300
150,20,140,-69.83782812,16.62503824,310
150,20,150,-67.37269145,19.09017491,320
150,20,160,-65.37307223,21.94592711,330
150,20,170,-63.89972789,25.10552424,340
150,20,180,-62.99742525,28.47296355,350
150,30,0,-103.3012702,25,180
150,30,10,-102.9974252,21.52703645,190
150,30,20,-102.0951226,18.15959713,200
150,30,30,-100.6217783,15,210
150,30,40,-98.62215905,12.14424781,220
150,30,50,-96.15702238,9.679111138,230
150,30,60,-93.30127019,7.679491924,240
150,30,70,-90.14167306,6.206147584,250
150,30,80,-86.77423374,5.30384494,260
150,30,90,-83.30127019,5,270
150,30,100,-79.82830664,5.30384494,280
150,30,110,-76.46086732,6.206147584,290
150,30,120,-73.30127019,7.679491924,300
150,30,130,-70.445518,9.679111138,310
150,30,140,-67.98038133,12.14424781,320
150,30,150,-65.98076211,15,330
150,30,160,-64.50741777,18.15959713,340
150,30,170,-63.60511513,21.52703645,350
150,30,180,-63.30127019,25,360
150,40,0,-102.3897354,14.58110934,190
150,40,10,-101.4874327,11.21367003,200
150,40,20,-100.0140884,8.054072893,210
150,40,30,-98.01446917,5.1983207,220
150,40,40,-95.5493325,2.733184031,230
150,40,50,-92.69358031,0.733564818,240
150,40,60,-89.53398318,-0.739779522,250
150,40,70,-86.16654386,-1.642082167,260
150,40,80,-82.69358031,-1.945927107,270
150,40,90,-79.22061676,-1.642082167,280
150,40,100,-75.85317744,-0.739779522,290
150,40,110,-72.69358031,0.733564818,300
150,40,120,-69.83782812,2.733184031,310
150,40,130,-67.37269145,5.1983207,320
150,40,140,-65.37307223,8.054072893,330
150,40,150,-63.89972789,11.21367003,340
150,40,160,-62.99742525,14.58110934,350
150,40,170,-62.69358031,18.05407289,360
150,40,180,-62.99742525,21.52703645,370
150,50,0,-99.68282744,4.4787914,200
150,50,10,-98.2094831,1.319194267,210
150,50,20,-96.20986388,-1.536557927,220
150,50,30,-93.74472721,-4.001694595,230
150,50,40,-90.88897502,-6.001313809,240
150,50,50,-87.72937789,-7.474658149,250
150,50,60,-84.36193857,-8.376960793,260
150,50,70,-80.88897502,-8.680805733,270
150,50,80,-77.41601147,-8.376960793,280
150,50,90,-74.04857215,-7.474658149,290
150,50,100,-70.88897502,-6.001313809,300
150,50,110,-68.03322283,-4.001694595,310
150,50,120,-65.56808616,-1.536557927,320
150,50,130,-63.56846694,1.319194267,330
150,50,140,-62.0951226,4.4787914,340
150,50,150,-61.19281996,7.846230714,350
150,50,160,-60.88897502,11.31919427,360
150,50,170,-61.19281996,14.79215782,370
150,50,180,-62.0951226,18.15959713,380
150,60,0,-95.26279442,-5,210
150,60,10,-93.2631752,-7.855752194,220
150,60,20,-90.79803853,-10.32088886,230
150,60,30,-87.94228634,-12.32050808,240
150,60,40,-84.78268921,-13.79385242,250
150,60,50,-81.41524989,-14.69615506,260
150,60,60,-77.94228634,-15,270
150,60,70,-74.46932279,-14.69615506,280
150,60,80,-71.10188347,-13.79385242,290
150,60,90,-67.94228634,-12.32050808,300
150,60,100,-65.08653415,-10.32088886,310
150,60,110,-62.62139748,-7.855752194,320
150,60,120,-60.62177826,-5,330
150,60,130,-59.14843392,-1.840402867,340
150,60,140,-58.24613128,1.527036447,350
150,60,150,-57.94228634,5,360
150,60,160,-58.24613128,8.472963553,370
150,60,170,-59.14843392,11.84040287,380
150,60,180,-60.62177826,15,390
150,70,0,-89.26393678,-13.56725658,220
150,70,10,-86.79880011,-16.03239325,230
150,70,20,-83.94304791,-18.03201246,240
150,70,30,-80.78345078,-19.5053568,250
150,70,40,-77.41601147,-20.40765945,260
150,70,50,-73.94304791,-20.71150439,270
150,70,60,-70.47008436,-20.40765945,280
150,70,70,-67.10264505,-19.5053568,290
150,70,80,-63.94304791,-18.03201246,300
150,70,90,-61.08729572,-16.03239325,310
150,70,100,-58.62215905,-13.56725658,320
150,70,110,-56.62253984,-10.71150439,330
150,70,120,-55.1491955,-7.551907254,340
150,70,130,-54.24689285,-4.184467941,350
150,70,140,-53.94304791,-0.711504387,360
150,70,150,-54.24689285,2.761459166,370
150,70,160,-55.1491955,6.128898479,380
150,70,170,-56.62253984,9.288495613,390
150,70,180,-58.62215905,12.14424781,400
150,80,0,-81.86852677,-20.96266659,230
150,80,10,-79.01277458,-22.9622858,240
150,80,20,-75.85317744,-24.43563014,250
150,80,30,-72.48573813,-25.33793279,260
150,80,40,-69.01277458,-25.64177772,270
150,80,50,-65.53981102,-25.33793279,280
150,80,60,-62.17237171,-24.43563014,290
150,80,70,-59.01277458,-22.9622858,300
150,80,80,-56.15702238,-20.96266659,310
150,80,90,-53.69188571,-18.49752992,320
150,80,100,-51.6922665,-15.64177772,330
150,80,110,-50.21892216,-12.48218059,340
150,80,120,-49.31661952,-9.114741278,350
150,80,130,-49.01277458,-5.641777725,360
150,80,140,-49.31661952,-2.168814171,370
150,80,150,-50.21892216,1.198625142,380
150,80,160,-51.6922665,4.358222275,390
150,80,170,-53.69188571,7.213974469,400
150,80,180,-56.15702238,9.679111138,410
150,90,0,-73.30127019,-26.96152423,240
150,90,10,-70.14167306,-28.43486857,250
150,90,20,-66.77423374,-29.33717121,260
150,90,30,-63.30127019,-29.64101615,270
150,90,40,-59.82830664,-29.33717121,280
150,90,50,-56.46086732,-28.43486857,290
150,90,60,-53.30127019,-26.96152423,300
150,90,70,-50.445518,-24.96190501,310
150,90,80,-47.98038133,-22.49676835,320
150,90,90,-45.98076211,-19.64101615,330
150,90,100,-44.50741777,-16.48141902,340
150,90,110,-43.60511513,-13.1139797,350
150,90,120,-43.30127019,-9.641016151,360
150,90,130,-43.60511513,-6.168052598,370
150,90,140,-44.50741777,-2.800613285,380
150,90,150,-45.98076211,0.358983849,390
150,90,160,-47.98038133,3.214736042,400
150,90,170,-50.445518,5.679872711,410
150,90,180,-53.30127019,7.679491924,420
150,100,0,-63.82247879,-31.38155725,250
150,100,10,-60.45503948,-32.28385989,260
150,100,20,-56.98207592,-32.58770483,270
150,100,30,-53.50911237,-32.28385989,280
150,100,40,-50.14167306,-31.38155725,290
150,100,50,-46.98207592,-29.90821291,300
150,100,60,-44.12632373,-27.90859369,310
150,100,70,-41.66118706,-25.44345703,320
150,100,80,-39.66156785,-22.58770483,330
150,100,90,-38.18822351,-19.4281077,340
150,100,100,-37.28592086,-16.06066838,350
150,100,110,-36.98207592,-12.58770483,360
150,100,120,-37.28592086,-9.114741278,370
150,100,130,-38.18822351,-5.747301965,380
150,100,140,-39.66156785,-2.587704831,390
150,100,150,-41.66118706,0.268047362,400
150,100,160,-44.12632373,2.733184031,410
150,100,170,-46.98207592,4.732803244,420
150,100,180,-50.14167306,6.206147584,430
150,110,0,-53.72016085,-34.08846518,260
150,110,10,-50.2471973,-34.39231012,270
150,110,20,-46.77423374,-34.08846518,280
150,110,30,-43.40679443,-33.18616254,290
150,110,40,-40.2471973,-31.7128182,300
150,110,50,-37.3914451,-29.71319898,310
150,110,60,-34.92630843,-27.24806231,320
150,110,70,-32.92668922,-24.39231012,330
150,110,80,-31.45334488,-21.23271299,340
150,110,90,-30.55104224,-17.86527367,350
150,110,100,-30.2471973,-14.39231012,360
150,110,110,-30.55104224,-10.91934657,370
150,110,120,-31.45334488,-7.551907254,380
150,110,130,-32.92668922,-4.39231012,390
150,110,140,-34.92630843,-1.536557927,400
150,110,150,-37.3914451,0.928578742,410
150,110,160,-40.2471973,2.928197955,420
150,110,170,-43.40679443,4.401542295,430
150,110,180,-46.77423374,5.30384494,440
150,120,0,-43.30127019,-35,270
150,120,10,-39.82830664,-34.69615506,280
150,120,20,-36.46086732,-33.79385242,290
150,120,30,-33.30127019,-32.32050808,300
150,120,40,-30.445518,-30.32088886,310
150,120,50,-27.98038133,-27.85575219,320
150,120,60,-25.98076211,-25,330
150,120,70,-24.50741777,-21.84040287,340
150,120,80,-23.60511513,-18.47296355,350
150,120,90,-23.30127019,-15,360
150,120,100,-23.60511513,-11.52703645,370
150,120,110,-24.50741777,-8.159597133,380
150,120,120,-25.98076211,-5,390
150,120,130,-27.98038133,-2.144247806,400
150,120,140,-30.445518,0.320888862,410
150,120,150,-33.30127019,2.320508076,420
150,120,160,-36.46086732,3.793852416,430
150,120,170,-39.82830664,4.69615506,440
150,120,180,-43.30127019,5,450
150,130,0,-32.88237953,-34.08846518,280
150,130,10,-29.51494022,-33.18616254,290
150,130,20,-26.35534308,-31.7128182,300
150,130,30,-23.49959089,-29.71319898,310
150,130,40,-21.03445422,-27.24806231,320
150,130,50,-19.03483501,-24.39231012,330
150,130,60,-17.56149067,-21.23271299,340
150,130,70,-16.65918802,-17.86527367,350
150,130,80,-16.35534308,-14.39231012,360
150,130,90,-16.65918802,-10.91934657,370
150,130,100,-17.56149067,-7.551907254,380
150,130,110,-19.03483501,-4.39231012,390
150,130,120,-21.03445422,-1.536557927,400
150,130,130,-23.49959089,0.928578742,410
150,130,140,-26.35534308,2.928197955,420
150,130,150,-29.51494022,4.401542295,430
150,130,160,-32.88237953,5.30384494,440
150,130,170,-36.35534308,5.60768988,450
150,130,180,-39.82830664,5.30384494,460
150,140,0,-22.78006159,-31.38155725,290
150,140,10,-19.62046446,-29.90821291,300
150,140,20,-16.76471226,-27.90859369,310
150,140,30,-14.29957559,-25.44345703,320
150,140,40,-12.29995638,-22.58770483,330
150,140,50,-10.82661204,-19.4281077,340
150,140,60,-9.924309396,-16.06066838,350
150,140,70,-9.620464456,-12.58770483,360
150,140,80,-9.924309396,-9.114741278,370
150,140,90,-10.82661204,-5.747301965,380
150,140,100,-12.29995638,-2.587704831,390
150,140,110,-14.29957559,0.268047362,400
150,140,120,-16.76471226,2.733184031,410
150,140,130,-19.62046446,4.732803244,420
150,140,140,-22.78006159,6.206147584,430
150,140,150,-26.1475009,7.108450229,440
150,140,160,-29.62046446,7.412295169,450
150,140,170,-33.09342801,7.108450229,460
150,140,180,-36.46086732,6.206147584,470
150,150,0,-13.30127019,-26.96152423,300
150,150,10,-10.445518,-24.96190501,310
150,150,20,-7.980381327,-22.49676835,320
150,150,30,-5.980762114,-19.64101615,330
150,150,40,-4.507417774,-16.48141902,340
150,150,50,-3.605115129,-13.1139797,350
150,150,60,-3.301270189,-9.641016151,360
150,150,70,-3.605115129,-6.168052598,370
150,150,80,-4.507417774,-2.800613285,380
150,150,90,-5.980762114,0.358983849,390
150,150,100,-7.980381327,3.214736042,400
150,150,110,-10.445518,5.679872711,410
150,150,120,-13.30127019,7.679491924,420
150,150,130,-16.46086732,9.152836264,430
150,150,140,-19.82830664,10.05513891,440
150,150,150,-23.30127019,10.35898385,450
150,150,160,-26.77423374,10.05513891,460
150,150,170,-30.14167306,9.152836264,470
150,150,180,-33.30127019,7.679491924,480
150,160,0,-4.734013608,-20.96266659,310
150,160,10,-2.268876939,-18.49752992,320
150,160,20,-0.269257726,-15.64177772,330
150,160,30,1.204086614,-12.48218059,340
150,160,40,2.106389258,-9.114741278,350
150,160,50,2.410234198,-5.641777725,360
150,160,60,2.106389258,-2.168814171,370
150,160,70,1.204086614,1.198625142,380
150,160,80,-0.269257726,4.358222275,390
150,160,90,-2.268876939,7.213974469,400
150,160,100,-4.734013608,9.679111138,410
150,160,110,-7.589765802,11.67873035,420
150,160,120,-10.74936294,13.15207469,430
150,160,130,-14.11680225,14.05437734,440
150,160,140,-17.5897658,14.35822228,450
150,160,150,-21.06272936,14.05437734,460
150,160,160,-24.43016867,13.15207469,470
150,160,170,-27.5897658,11.67873035,480
150,160,180,-30.445518,9.679111138,490
150,170,0,2.661396398,-13.56725658,320
150,170,10,4.661015611,-10.71150439,330
150,170,20,6.134359951,-7.551907254,340
150,170,30,7.036662596,-4.184467941,350
150,170,40,7.340507536,-0.711504387,360
150,170,50,7.036662596,2.761459166,370
150,170,60,6.134359951,6.128898479,380
150,170,70,4.661015611,9.288495613,390
150,170,80,2.661396398,12.14424781,400
150,170,90,0.196259729,14.60938447,410
150,170,100,-2.659492464,16.60900369,420
150,170,110,-5.819089598,18.08234803,430
150,170,120,-9.186528911,18.98465067,440
150,170,130,-12.65949246,19.28849561,450
150,170,140,-16.13245602,18.98465067,460
150,170,150,-19.49989533,18.08234803,470
150,170,160,-22.65949246,16.60900369,480
150,170,170,-25.51524466,14.60938447,490
150,170,180,-27.98038133,12.14424781,500
150,180,0,8.660254038,-5,330
150,180,10,10.13359838,-1.840402867,340
150,180,20,11.03590102,1.527036447,350
150,180,30,11.33974596,5,360
150,180,40,11.03590102,8.472963553,370
150,180,50,10.13359838,11.84040287,380
150,180,60,8.660254038,15,390
150,180,70,6.660634825,17.85575219,400
150,180,80,4.195498156,20.32088886,410
150,180,90,1.339745962,22.32050808,420
150,180,100,-1.819851171,23.79385242,430
150,180,110,-5.187290485,24.69615506,440
150,180,120,-8.660254038,25,450
150,180,130,-12.13321759,24.69615506,460
150,180,140,-15.5006569,23.79385242,470
150,180,150,-18.66025404,22.32050808,480
150,180,160,-21.51600623,20.32088886,490
150,180,170,-23.9811429,17.85575219,500
150,180,180,-25.98076211,15,510
160,0,0,-103.3661883,37.62221577,160
160,0,10,-104.2684909,34.25477645,170
160,0,20,-104.5723359,30.7818129,180
160,0,30,-104.2684909,27.30884935,190
160,0,40,-103.3661883,23.94141003,200
160,0,50,-101.8928439,20.7818129,210
160,0,60,-99.89322473,17.92606071,220
160,0,70,-97.42808806,15.46092404,230
160,0,80,-94.57233587,13.46130482,240
160,0,90,-91.41273874,11.98796048,250
160,0,100,-88.04529942,11.08565784,260
160,0,110,-84.57233587,10.7818129,270
160,0,120,-81.09937232,11.08565784,280
160,0,130,-77.731933,11.98796048,290
160,0,140,-74.57233587,13.46130482,300
160,0,150,-71.71658368,15.46092404,310
160,0,160,-69.25144701,17.92606071,320
160,0,170,-67.2518278,20.7818129,330
160,0,180,-65.77848346,23.94141003,340
160,10,0,-106.0730962,27.51989783,170
160,10,10,-106.3769412,24.04693427,180
160,10,20,-106.0730962,20.57397072,190
160,10,30,-105.1707936,17.20653141,200
160,10,40,-103.6974492,14.04693427,210
160,10,50,-101.69783,11.19118208,220
160,10,60,-99.23269335,8.726045411,230
160,10,70,-96.37694116,6.726426197,240
160,10,80,-93.21734403,5.253081857,250
160,10,90,-89.84990471,4.350779213,260
160,10,100,-86.37694116,4.046934273,270
160,10,110,-82.90397761,4.350779213,280
160,10,120,-79.53653829,5.253081857,290
160,10,130,-76.37694116,6.726426197,300
160,10,140,-73.52118897,8.726045411,310
160,10,150,-71.0560523,11.19118208,320
160,10,160,-69.05643308,14.04693427,330
160,10,170,-67.58308874,17.20653141,340
160,10,180,-66.6807861,20.57397072,350
160,20,0,-106.984631,17.10100717,180
160,20,10,-106.6807861,13.62804361,190
160,20,20,-105.7784835,10.2606043,200
160,20,30,-104.3051391,7.101007166,210
160,20,40,-102.3055199,4.245254973,220
160,20,50,-99.84038323,1.780118304,230
160,20,60,-96.98463104,-0.219500909,240
160,20,70,-93.82503391,-1.692845249,250
160,20,80,-90.45759459,-2.595147894,260
160,20,90,-86.98463104,-2.898992834,270
160,20,100,-83.51166749,-2.595147894,280
160,20,110,-80.14422817,-1.692845249,290
160,20,120,-76.98463104,-0.219500909,300
160,20,130,-74.12887885,1.780118304,310
160,20,140,-71.66374218,4.245254973,320
160,20,150,-69.66412296,7.101007166,330
160,20,160,-68.19077862,10.2606043,340
160,20,170,-67.28847598,13.62804361,350
160,20,180,-66.98463104,17.10100717,360
160,30,0,-106.0730962,6.682116506,190
160,30,10,-105.1707936,3.314677193,200
160,30,20,-103.6974492,0.15508006,210
160,30,30,-101.69783,-2.700672134,220
160,30,40,-99.23269335,-5.165808803,230
160,30,50,-96.37694116,-7.165428016,240
160,30,60,-93.21734403,-8.638772356,250
160,30,70,-89.84990471,-9.541075001,260
160,30,80,-86.37694116,-9.84491994,270
160,30,90,-82.90397761,-9.541075001,280
160,30,100,-79.53653829,-8.638772356,290
160,30,110,-76.37694116,-7.165428016,300
160,30,120,-73.52118897,-5.165808803,310
160,30,130,-71.0560523,-2.700672134,320
160,30,140,-69.05643308,0.15508006,330
160,30,150,-67.58308874,3.314677193,340
160,30,160,-66.6807861,6.682116506,350
160,30,170,-66.37694116,10.15508006,360
160,30,180,-66.6807861,13.62804361,370
160,40,0,-103.3661883,-3.420201433,200
160,40,10,-101.8928439,-6.579798567,210
160,40,20,-99.89322473,-9.43555076,220
160,40,30,-97.42808806,-11.90068743,230
160,40,40,-94.57233587,-13.90030664,240
160,40,50,-91.41273874,-15.37365098,250
160,40,60,-88.04529942,-16.27595363,260
160,40,70,-84.57233587,-16.57979857,270
160,40,80,-81.09937232,-16.27595363,280
160,40,90,-77.731933,-15.37365098,290
160,40,100,-74.57233587,-13.90030664,300
160,40,110,-71.71658368,-11.90068743,310
160,40,120,-69.25144701,-9.43555076,320
160,40,130,-67.2518278,-6.579798567,330
160,40,140,-65.77848346,-3.420201433,340
160,40,150,-64.87618081,-0.05276212,350
160,40,160,-64.57233587,3.420201433,360
160,40,170,-64.87618081,6.893164987,370
160,40,180,-65.77848346,10.2606043,380
160,50,0,-98.94615527,-12.89899283,210
160,50,10,-96.94653605,-15.75474503,220
160,50,20,-94.48139938,-18.2198817,230
160,50,30,-91.62564719,-20.21950091,240
160,50,40,-88.46605006,-21.69284525,250
160,50,50,-85.09861074,-22.59514789,260
160,50,60,-81.62564719,-22.89899283,270
160,50,70,-78.15268364,-22.59514789,280
160,50,80,-74.78524432,-21.69284525,290
160,50,90,-71.62564719,-20.21950091,300
160,50,100,-68.769895,-18.2198817,310
160,50,110,-66.30475833,-15.75474503,320
160,50,120,-64.30513911,-12.89899283,330
160,50,130,-62.83179477,-9.7393957,340
160,50,140,-61.92949213,-6.371956387,350
160,50,150,-61.62564719,-2.898992834,360
160,50,160,-61.92949213,0.57397072,370
160,50,170,-62.83179477,3.941410033,380
160,50,180,-64.30513911,7.101007166,390
160,60,0,-92.94729763,-21.46624941,220
160,60,10,-90.48216096,-23.93138608,230
160,60,20,-87.62640876,-25.9310053,240
160,60,30,-84.46681163,-27.40434964,250
160,60,40,-81.09937232,-28.30665228,260
160,60,50,-77.62640876,-28.61049722,270
160,60,60,-74.15344521,-28.30665228,280
160,60,70,-70.7860059,-27.40434964,290
160,60,80,-67.62640876,-25.9310053,300
160,60,90,-64.77065657,-23.93138608,310
160,60,100,-62.3055199,-21.46624941,320
160,60,110,-60.30590069,-18.61049722,330
160,60,120,-58.83255635,-15.45090009,340
160,60,130,-57.9302537,-12.08346077,350
160,60,140,-57.62640876,-8.610497221,360
160,60,150,-57.9302537,-5.137533668,370
160,60,160,-58.83255635,-1.770094355,380
160,60,170,-60.30590069,1.389502779,390
160,60,180,-62.3055199,4.245254973,400
160,70,0,-85.55188762,-28.86165942,230
160,70,10,-82.69613543,-30.86127863,240
160,70,20,-79.53653829,-32.33462297,250
160,70,30,-76.16909898,-33.23692562,260
160,70,40,-72.69613543,-33.54077056,270
160,70,50,-69.22317187,-33.23692562,280
160,70,60,-65.85573256,-32.33462297,290
160,70,70,-62.69613543,-30.86127863,300
160,70,80,-59.84038323,-28.86165942,310
160,70,90,-57.37524656,-26.39652275,320
160,70,100,-55.37562735,-23.54077056,330
160,70,110,-53.90228301,-20.38117342,340
160,70,120,-52.99998037,-17.01373411,350
160,70,130,-52.69613543,-13.54077056,360
160,70,140,-52.99998037,-10.06780701,370
160,70,150,-53.90228301,-6.700367692,380
160,70,160,-55.37562735,-3.540770558,390
160,70,170,-57.37524656,-0.685018365,400
160,70,180,-59.84038323,1.780118304,410
160,80,0,-76.98463104,-34.86051706,240
160,80,10,-73.82503391,-36.3338614,250
160,80,20,-70.45759459,-37.23616405,260
160,80,30,-66.98463104,-37.54000899,270
160,80,40,-63.51166749,-37.23616405,280
160,80,50,-60.14422817,-36.3338614,290
160,80,60,-56.98463104,-34.86051706,300
160,80,70,-54.12887885,-32.86089785,310
160,80,80,-51.66374218,-30.39576118,320
160,80,90,-49.66412296,-27.54000899,330
160,80,100,-48.19077862,-24.38041185,340
160,80,110,-47.28847598,-21.01297254,350
160,80,120,-46.98463104,-17.54000899,360
160,80,130,-47.28847598,-14.06704543,370
160,80,140,-48.19077862,-10.69960612,380
160,80,150,-49.66412296,-7.540008985,390
160,80,160,-51.66374218,-4.684256791,400
160,80,170,-54.12887885,-2.219120123,410
160,80,180,-56.98463104,-0.219500909,420
160,90,0,-67.50583964,-39.28055008,250
160,90,10,-64.13840033,-40.18285273,260
160,90,20,-60.66543677,-40.48669767,270
160,90,30,-57.19247322,-40.18285273,280
160,90,40,-53.82503391,-39.28055008,290
160,90,50,-50.66543677,-37.80720574,300
160,90,60,-47.80968458,-35.80758653,310
160,90,70,-45.34454791,-33.34244986,320
160,90,80,-43.3449287,-30.48669767,330
160,90,90,-41.87158436,-27.32710053,340
160,90,100,-40.96928171,-23.95966122,350
160,90,110,-40.66543677,-20.48669767,360
160,90,120,-40.96928171,-17.01373411,370
160,90,130,-41.87158436,-13.6462948,380
160,90,140,-43.3449287,-10.48669767,390
160,90,150,-45.34454791,-7.630945471,400
160,90,160,-47.80968458,-5.165808803,410
160,90,170,-50.66543677,-3.166189589,420
160,90,180,-53.82503391,-1.692845249,430
160,100,0,-57.4035217,-41.98745801,260
160,100,10,-53.93055815,-42.29130295,270
160,100,20,-50.45759459,-41.98745801,280
160,100,30,-47.09015528,-41.08515537,290
160,100,40,-43.93055815,-39.61181103,300
160,100,50,-41.07480595,-37.61219182,310
